CRP,idx_confirm,idx_ref
PB109-340,1,OSM-r
PB109-525,1,OSM-n
PB180-223,1,OSM-n
PB400-180,4,OSM-n
PB400-270,2,OSM-n
PB402-013,1,OSM-n
PB402-045,1,OSM-n
PB410-215,1,OSM-r
PB410-235,1,OSM-r
PB410-268,1,OSM-n
PB414-230,1,OSM-n
PB414-245,2,OSM-r
PB414-280,1,OSM-r
PB414-500,1,OSM-n
PB415-320,1,OSM-r
PB416-221,1,OSM-r
PB416-440,2,OSM-n
PB423-490,1,OSM-n
PB429-145,2,OSM-r
PB429-350,1,OSM-r
PB429-500,1,OSM-n
PB429-900,1,OSM-r
PB430-360,1,OSM-n
PB432-300,1,OSM-r
PB432-570,1,OSM-r
PB440-960,1,OSM-n
