CRP,idx_confirm,idx_ref
BA2800-000,1,OSM-n
BA2800-130,1,OSM-n
BA2800-250,1,OSM-r
BA2800-420,1,OSM-r
BA2800-500,1,OSM-n
BA2801-200,1,OSM-r
BA2802-010,1,OSM-n
BA2802-140,1,OSM-n
BA2802-190,2,OSM-n
BA2802-540,13,OSM-nr
BA2805-010,1,OSM-n
BA2805-170,1,OSM-r
BA2806-100,1,OSM-n
BA2807-140,1,OSM-r
BA2810-200,1,OSM-r
BA2820-000,6,OSM-nr
BA2823-000,4,OSM-r
BA2825-000,1,OSM-r
BA2835-000,4,OSM-n
BA2840-000,2,OSM-r
BA8280-000,1,OSM-n
