CRP,idx_confirm,idx_ref
MG2041-400,1,OSM-r
MG2041-440,1,OSM-n
MG2050-210,1,OSM-w
MG2050-220,4,OSM-w
MG2050-230,2,OSM-w
MG2050-240,4,OSM-w
MG2050-395,1,OSM-w
MG2072-330,1,OSM-n
MG2115-160,2,OSM-nr
MG2183-522,1,OSM-w
MG2183-680,2,OSM-n
MG2185-160,1,OSM-r
MG2185-230,1,OSM-r
MG2210-110,1,OSM-n
MG2240-560,1,OSM-n
MG2280-680,1,OSM-n
MG2420-300,1,OSM-n
