CRP,idx_confirm,idx_ref
MG2560-210,1,OSM-n
MG2561-015,1,OSM-r
MG2600-478,1,OSM-r
MG2601-620,1,OSM-r
MG2604-208,2,OSM-nr
MG2604-345,1,OSM-r
MG2610-470,1,OSM-n
MG2649-042,1,OSM-n
MG2666-412,1,OSM-n
MG2673-188,1,OSM-r
MG2673-772,1,OSM-n
MG2675-452,1,OSM-n
MG2677-800,1,OSM-n
MG2678-050,1,OSM-r
MG2681-630,1,OSM-n
