CRP,idx_confirm,idx_ref
MG0840-480,1,OSM-r
MG0855-030,1,OSM-n
MG0860-070,4,OSM-r
MG1010-220,1,OSM-n
MG1010-230,1,OSM-r
MG1010-260,1,OSM-n
MG1015-030,1,OSM-n
MG1015-150,1,OSM-n
MG1015-380,2,OSM-nr
MG1030-010,1,OSM-n
MG1035-340,1,OSM-n
MG1035-460,1,OSM-n
MG1035-536,2,OSM-nr
MG1060-230,1,OSM-r
MG1060-250,1,OSM-r
MG1060-310,1,OSM-r
MG1060-320,1,OSM-r
MG1060-330,1,OSM-r
MG1060-350,1,OSM-r
MG1060-360,1,OSM-r
MG1060-470,5,OSM-r
MG1080-255,1,OSM-n
MG1080-340,1,OSM-r
MG1110-005,1,OSM-r
MG1110-015,3,OSM-nr
MG1110-050,1,OSM-n
MG1110-060,1,OSM-n
MG1110-150,1,OSM-r
MG1140-060,1,OSM-r
MG1140-270,1,OSM-r
MG1140-540,2,OSM-n
MG1160-210,1,OSM-r
MG1160-540,1,OSM-r
MG1170-000,2,OSM-r
MG1170-020,1,OSM-r
MG1170-050,1,OSM-r
MG1170-200,2,OSM-nr
MG1170-230,1,OSM-r
MG1170-330,1,OSM-r
MG1170-570,1,OSM-n
MG1170-590,1,OSM-r
MG1190-000,1,OSM-n
MG1210-030,1,OSM-r
MG1210-120,1,OSM-r
MG1230-000,1,OSM-r
MG1230-590,1,OSM-n
MG1250-160,1,OSM-r
MG1255-050,1,OSM-r
MG1260-000,1,OSM-n
MG1270-030,3,OSM-nr
MG1270-180,1,OSM-r
MG1270-300,1,OSM-n
MG1270-310,1,OSM-n
MG1270-470,1,OSM-r
MG1270-485,1,OSM-r
MG1270-652,1,OSM-r
MG1270-700,1,OSM-r
MG1270-860,1,OSM-n
MG1270-901,1,OSM-r
MG1275-000,2,OSM-r
MG1310-020,2,OSM-r
MG1310-040,5,OSM-nr
MG1310-130,1,OSM-r
MG1310-240,2,OSM-r
MG1310-250,1,OSM-r
MG1310-260,2,OSM-r
MG1310-330,1,OSM-r
MG1310-360,1,OSM-r
MG1310-430,4,OSM-r
MG1310-440,1,OSM-r
MG1310-530,7,OSM-nr
MG1310-970,1,OSM-r
MG1330-200,1,OSM-r
MG1330-220,2,OSM-n
MG1330-572,1,OSM-r
MG1340-150,1,OSM-r
MG1360-000,1,OSM-n
MG1360-310,1,OSM-r
MG1360-660,1,OSM-n
MG1360-690,1,OSM-n
MG1365-240,1,OSM-r
MG1365-250,1,OSM-n
MG1365-450,6,OSM-r
MG1370-470,1,OSM-r
MG1550-000,2,OSM-r
MG1555-100,1,OSM-n
MG1560-000,1,OSM-r
MG1560-140,1,OSM-r
MG1565-050,2,OSM-nr
MG1573-506,1,OSM-r
MG1615-250,1,OSM-n
MG1630-000,1,OSM-n
MG1660-050,1,OSM-n
MG1680-120,4,OSM-nrw
MG1710-000,1,OSM-r
MG1710-030,1,OSM-r
MG1710-050,1,OSM-r
MG1710-220,1,OSM-r
MG1710-400,1,OSM-r
MG1710-410,1,OSM-r
MG1720-440,1,OSM-r
MG1779-100,1,OSM-n
MG1845-000,1,OSM-n
MG1872-700,1,OSM-r
MG1910-520,1,OSM-r
MG1910-900,1,OSM-r
MG1920-012,1,OSM-r
MG1950-540,2,OSM-n
MG1950-620,1,OSM-r
MG1970-740,6,OSM-r
MG1970-745,2,OSM-r
MG3855-070,1,OSM-n
