CRP,idx_confirm,idx_ref
PE4000-500,1,OSM-n
PE4151-600,1,OSM-n
PE4500-000,1,OSM-n
PE4500-001,2,OSM-n
PE4500-992,1,OSM-n
PE4510-360,6,OSM-nr
PE4510-480,1,OSM-n
PE4510-625,1,OSM-n
PE4510-992,1,OSM-n
PE4520-110,2,OSM-n
PE4520-140,2,OSM-n
PE4520-275,1,OSM-n
PE4525-610,1,OSM-n
PE4590-000,1,OSM-n
