CRP,idx_confirm,idx_ref
SP3330-000,1,OSM-r
SP3330-060,1,OSM-n
SP3330-360,1,OSM-r
SP3333-330,1,OSM-n
SP3334-020,1,OSM-n
SP3334-170,1,OSM-r
SP3337-300,1,OSM-r
SP3338-010,2,OSM-r
SP3339-190,1,OSM-r
SP3340-350,1,OSM-r
SP3344-580,1,OSM-r
SP3344-700,1,OSM-r
SP3348-060,2,OSM-nr
SP3348-330,1,OSM-r
SP3348-350,2,OSM-nr
SP3348-380,1,OSM-r
SP3348-400,1,OSM-r
SP3348-860,1,OSM-n
SP3349-003,1,OSM-r
