CRP,idx_confirm,idx_ref
SP6400-000,1,OSM-r
SP6400-060,1,OSM-r
SP6400-101,1,OSM-r
SP6400-104,1,OSM-r
SP6400-105,1,OSM-r
SP6400-111,1,OSM-r
SP6400-115,3,OSM-rw
SP6400-185,1,OSM-r
SP6400-505,1,OSM-r
SP6400-509,1,OSM-r
SP6400-537,1,OSM-r
SP6400-543,1,OSM-n
SP6401-030,1,OSM-r
SP6401-300,1,OSM-r
SP6401-428,1,OSM-r
SP6402-161,2,OSM-r
SP6402-500,1,OSM-r
SP6402-510,1,OSM-n
SP6403-013,1,OSM-r
SP6403-484,2,OSM-n
