CRP,idx_confirm,idx_ref
SP3230-060,1,OSM-r
SP3230-330,1,OSM-r
SP3230-460,1,OSM-r
SP3231-300,1,OSM-r
SP3232-041,1,OSM-r
SP3232-263,1,OSM-r
SP3232-524,1,OSM-r
SP3236-070,1,OSM-r
SP3236-200,1,OSM-r
SP3236-221,1,OSM-n
