CRP,idx_confirm,idx_ref
SP2281-110,1,OSM-r
SP2281-340,1,OSM-r
SP2281-350,1,OSM-r
SP2281-500,1,OSM-r
SP2282-270,1,OSM-n
SP2283-240,2,OSM-nr
SP2284-270,1,OSM-r
SP2286-140,1,OSM-r
SP2286-300,1,OSM-n
SP2286-710,1,OSM-r
SP2287-020,1,OSM-r
SP2287-650,5,OSM-nr
SP2294-412,1,OSM-n
SP2294-431,1,OSM-r
