CRP,idx_confirm,idx_ref
SP5990-030,1,OSM-n
SP5990-050,1,OSM-n
SP5990-060,1,OSM-r
SP5990-160,1,OSM-n
SP5990-200,1,OSM-r
SP5990-225,1,OSM-n
SP5990-230,2,OSM-r
SP5990-415,5,OSM-r
SP5990-545,1,OSM-n
SP5990-560,1,OSM-n
SP5990-640,1,OSM-n
SP5990-668,1,OSM-r
SP5990-838,1,OSM-n
SP5990-884,1,OSM-n
SP5991-136,1,OSM-n
SP5991-210,1,OSM-n
SP5991-294,1,OSM-r
SP5991-315,1,OSM-n
SP5991-585,1,OSM-n
SP5993-200,2,OSM-r
SP5995-070,1,OSM-r
SP5996-012,1,OSM-r
SP5996-126,1,OSM-r
