CRP,idx_confirm,idx_ref
TO001-018,1,OSM-r
TO001-838,1,OSM-n
TO006-022,1,OSM-r
TO006-336,1,OSM-r
TO020-016,1,OSM-r
TO020-028,1,OSM-r
TO023-464,1,OSM-n
TO023-658,1,OSM-n
TO024-540,1,OSM-r
TO060-226,1,OSM-n
