CRP,idx_confirm,idx_ref
RN600-200,1,OSM-r
RN603-025,1,OSM-r
RN603-030,1,OSM-n
RN604-010,1,OSM-n
RN604-200,2,OSM-r
RN607-020,1,OSM-r
RN607-330,4,OSM-r
RN611-040,1,OSM-r
RN611-060,1,OSM-r
RN611-190,1,OSM-r
RN611-200,1,OSM-r
RN611-430,1,OSM-r
RN611-450,1,OSM-n
RN615-035,1,OSM-n
RN619-100,1,OSM-r
RN619-250,1,OSM-r
RN625-230,1,OSM-n
RN625-900,1,OSM-r
RN626-165,2,OSM-r
RN626-480,1,OSM-r
RN628-000,1,OSM-r
RN628-020,1,OSM-n
RN628-330,1,OSM-r
RN628-774,1,OSM-n
RN633-010,1,OSM-r
