CRP,idx_confirm,idx_ref
ES157-328,1,OSM-n
ES157-413,1,OSM-r
ES157-420,1,OSM-n
ES157-432,1,OSM-n
ES157-512,1,OSM-n
ES157-520,1,OSM-n
ES157-856,1,OSM-n
ES157-882,1,OSM-n
ES158-000,1,OSM-n
ES158-010,1,OSM-n
ES158-020,1,OSM-r
ES158-029,1,OSM-n
ES158-213,2,OSM-n
ES158-450,1,OSM-n
ES158-992,1,OSM-n
