CRP,idx_confirm,idx_ref
PR5501-030,1,OSM-n
PR5501-045,2,OSM-n
PR5501-051,1,OSM-n
PR5501-080,1,OSM-n
PR5501-090,1,OSM-n
PR5501-140,1,OSM-n
PR5501-250,1,OSM-n
PR5501-270,1,OSM-n
PR5501-414,1,OSM-r
PR5504-000,1,OSM-n
PR5504-060,1,OSM-n
PR5504-288,1,OSM-n
PR5504-460,8,OSM-nr
PR5505-010,1,OSM-r
