CRP,idx_confirm,idx_ref
SC8350-000,1,OSM-n
SC8352-400,2,OSM-r
SC8352-502,2,OSM-r
SC8353-040,1,OSM-n
SC8354-100,1,OSM-n
SC8355-202,3,OSM-nr
SC8357-340,1,OSM-r
